title,category,product_description,image_url,universal_product_code,price_including_tax,price_excluding_tax,number_available,review_rating
"
    Hold Your Breath (Search and Rescue #1) | Books to Scrape - Sandbox
",Romance,"
    In the remote Rocky Mountains, lives depend on the Search & Rescue brotherhood. But in a place this far off the map, trust is hard to come by and secrets can be murder...As the captain of Field County's ice rescue dive team, Callum Cook is driven to perfection. But when he meets new diver Louise ""Lou"" Sparks, all that hard-won order is obliterated in an instant. Lou is In the remote Rocky Mountains, lives depend on the Search & Rescue brotherhood. But in a place this far off the map, trust is hard to come by and secrets can be murder...As the captain of Field County's ice rescue dive team, Callum Cook is driven to perfection. But when he meets new diver Louise ""Lou"" Sparks, all that hard-won order is obliterated in an instant. Lou is a hurricane. A walking disaster. And with her, he's never felt more alive...even if keeping her safe may just kill him.Lou's new to the Rockies, intent on escaping her controlling ex, and she's determined to make it on her own terms...no matter how tempting Callum may be. But when a routine training exercise unearths a body, Lou and Callum find themselves thrust into a deadly game of cat and mouse with a killer who will stop at nothing to silence Lou-and prove that not even her new Search and Rescue family can keep her safe forever. ...more
",../../media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg,0b165bd4b9f42fd5,£28.82,£28.82,In stock (14 available),0
"
    Dirty (Dive Bar #1) | Books to Scrape - Sandbox
",Romance,"
    The last thing Vaughan Hewson expects to find when he returns to his childhood home is a broken hearted bride in his shower, let alone the drama and chaos that comes with her.Lydia Green doesn't know whether to burn down the church or sit and cry in a corner. Discovering the love of your life is having an affair on your wedding day is bad enough. Finding out it's with his The last thing Vaughan Hewson expects to find when he returns to his childhood home is a broken hearted bride in his shower, let alone the drama and chaos that comes with her.Lydia Green doesn't know whether to burn down the church or sit and cry in a corner. Discovering the love of your life is having an affair on your wedding day is bad enough. Finding out it's with his best man is another thing all together. She narrowly escapes tying the knot and meets Vaughan only hours later.Vaughan is the exact opposite of the picture perfect, respected businessman she thought she'd marry. This former musician-turned-bartender is rough around the edges and unsettled. But she already tried Mr. Right and discovered he's all wrong-maybe it's time to give Mr. Right Now a chance.After all, what's wrong with getting dirty? ...more
",../../media/cache/77/54/77540d564fb77611a18b57f12a910b73.jpg,df7e628bad5782b4,£40.83,£40.83,In stock (12 available),0
"
    Take Me Home Tonight (Rock Star Romance #3) | Books to Scrape - Sandbox
",Romance,"
    A rocker gets a taste of unexpected passion in the latest red-hot Rock Star Romance from the award-winning author of I Want You to Want Me. Calix Bourbon might seem like a free spirit, but that’s all a front. In reality he’s just trying to keep his fractured family together while working as a session musician. When Blue Fire hires him to replace their keyboardist, Calix i A rocker gets a taste of unexpected passion in the latest red-hot Rock Star Romance from the award-winning author of I Want You to Want Me.   Calix Bourbon might seem like a free spirit, but that’s all a front. In reality he’s just trying to keep his fractured family together while working as a session musician. When Blue Fire hires him to replace their keyboardist, Calix is determined to make the most of the opportunity—but he can’t help being distracted by the band’s sexy personal chef.   Mimi’s temporary gig is great, but she has her heart set on auditioning for a televised cooking show. There’s just one problem: she only has a week to acquire the skills necessary to survive the competition. Luckily, the band’s new keyboard player can teach her exactly what she needs, in the kitchen and in the bedroom... ...more
",../../media/cache/33/72/337240d247fdf020755566e4477e17ca.jpg,cf62fa272b5f0fa3,£53.98,£53.98,In stock (11 available),0
"
    Off the Hook (Fishing for Trouble #1) | Books to Scrape - Sandbox
",Romance,"
    Welcome to The Buoys, a West Coast haven where love comes in with the tide. Perfect for readers of Jill Shalvis and Susan Mallery, the Fishing for Trouble series features three unforgettable brothers—each of whom is a great catch.Major league pitcher Liam O'Donnell knows his best days are probably behind him, but that doesn't mean he's ready to retire and become a fishing Welcome to The Buoys, a West Coast haven where love comes in with the tide. Perfect for readers of Jill Shalvis and Susan Mallery, the Fishing for Trouble series features three unforgettable brothers—each of whom is a great catch.Major league pitcher Liam O'Donnell knows his best days are probably behind him, but that doesn't mean he's ready to retire and become a fishing guide. Still, after all the time he's spent chasing his dreams, he owes it to his brothers to pull his weight around the lodge. The Buoys is their father's legacy, and they can't let some developer take it from them. The one snag Liam isn't counting on is a blast from the past: his ex-wife.The moment Kate Hadley steps out of the seaplane, she knows this assignment is going to be trickier than she thought. She has to persuade the owners to sell—and one of them is Liam O'Donnell. Ten years ago, she made the biggest mistake of her life when she married Liam during a fling in Vegas. Now he's her only lifeline in the middle of nowhere. Kate's trying to keep things cool, but Liam just reminds her of the scorching few nights they spent together—and tempts her to make new memories that are just as steamy as the old. ...more
",../../media/cache/bc/21/bc214639946c501cd70ff6b752439c76.jpg,b783ce08802cd1d1,£47.67,£47.67,In stock (11 available),0
"
    A Gentleman's Position (Society of Gentlemen #3) | Books to Scrape - Sandbox
",Romance,"
    Power, privilege, and the rigid rules of class leave two hearts yearning for connection in the sizzling new Society of Gentlemen novel from K. J. Charles. Among his eccentric though strictly principled group of friends, Lord Richard Vane is the confidant on whom everyone depends for advice, moral rectitude, and discreet assistance. Yet when Richard has a problem, he turns Power, privilege, and the rigid rules of class leave two hearts yearning for connection in the sizzling new Society of Gentlemen novel from K. J. Charles.  Among his eccentric though strictly principled group of friends, Lord Richard Vane is the confidant on whom everyone depends for advice, moral rectitude, and discreet assistance. Yet when Richard has a problem, he turns to his valet, a fixer of unparalleled genius—and the object of Richard’s deepest desires. If there is one rule a gentleman must follow, it is never to dally with servants. But when David is close enough to touch, the rules of class collide with the basest sort of animal instinct: overpowering lust.   For David Cyprian, burglary and blackmail are as much in a day’s work as bootblacking—anything for the man he’s devoted to. But the one thing he wants for himself is the one thing Richard refuses to give: his heart. With the tension between them growing to be unbearable, David’s seemingly incorruptible master has left him no choice. Putting his finely honed skills of seduction and manipulation to good use, he will convince Richard to forget all about his well-meaning objections and give in to sweet, sinful temptation.  Includes a special message from the editor, as well as an excerpt from another Loveswept title. ...more
",../../media/cache/82/aa/82aa7770711dfc5edc1f5f69a731d08b.jpg,40c4bf520c17de54,£14.75,£14.75,In stock (11 available),0
"
    Sit, Stay, Love | Books to Scrape - Sandbox
",Romance,"
    Take one abrasive professional athlete, a quirky out-of-work schoolteacher, and an overweight geriatric dog, and you're ready for a lesson in love...Tippy style.Pro baseball pitcher Cal Crawford is not a dog guy. When he inherits his deceased mother's elderly dog, Tippy, he's quick to call on a pet-sitting service.Gina isn't thrilled to be a dog sitter when her aspirations Take one abrasive professional athlete, a quirky out-of-work schoolteacher, and an overweight geriatric dog, and you're ready for a lesson in love...Tippy style.Pro baseball pitcher Cal Crawford is not a dog guy. When he inherits his deceased mother's elderly dog, Tippy, he's quick to call on a pet-sitting service.Gina isn't thrilled to be a dog sitter when her aspirations lie in the classroom. Furthermore, she can't abide the unfriendly Cal, a man with all the charm of a wet towel. But with no other prospects and a deep love for all things canine, she takes the job caring for Tippy.As Gina travels through Cal's world with Tippy in tow, she begins to see Cal in a different light. Gina longs to show Cal the God-given blessings in his life that have nothing to do with baseball or fame. When her longing blooms into attraction, Gina does her best to suppress it. But Cal is falling in love with her too...Discover the charming story of Tippy, the dog who brought a family together. ...more
",../../media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg,bd087cf6a846db75,£20.90,£20.90,In stock (7 available),0
"
    A Girl's Guide to Moving On (New Beginnings #2) | Books to Scrape - Sandbox
",Romance,"
    NEW YORK TIMES BESTSELLER • In this powerful and uplifting novel, a mother and her daughter-in-law bravely leave their troubled marriages and face the challenge of starting over. Leaning on each other, Nichole and Leanne discover that their inner strength and capacity for love are greater than they ever imagined. When Nichole discovers that her husband, Jake, has been unfa NEW YORK TIMES BESTSELLER • In this powerful and uplifting novel, a mother and her daughter-in-law bravely leave their troubled marriages and face the challenge of starting over. Leaning on each other, Nichole and Leanne discover that their inner strength and capacity for love are greater than they ever imagined. When Nichole discovers that her husband, Jake, has been unfaithful, the illusion of her perfect life is indelibly shattered. While juggling her young son, a new job, and volunteer work, Nichole meets Rocco, who is the opposite of Jake in nearly every way. Though blunt-spoken and rough around the edges, Rocco proves to be a dedicated father and thoughtful friend. But just as their relationship begins to blossom, Jake wagers everything on winning Nichole back—including their son Owen’s happiness. Somehow, Nichole must find the courage to defy her fears and follow her heart, with far-reaching consequences for them all. Leanne has quietly ignored her husband’s cheating for decades, but is jolted into action by the echo of Nichole’s all-too-familiar crisis. While volunteering as a teacher of English as a second language, Leanne meets Nikolai, a charming, talented baker from Ukraine. Resolved to avoid the heartache and complications of romantic entanglements, Leanne nonetheless finds it difficult to resist Nikolai’s effusive overtures—until an unexpected tragedy tests the very fabric of her commitments. An inspiring novel of friendship, reinvention, and hope, A Girl’s Guide to Moving On affirms the ability of every woman to forge a new path, believe in love, and fearlessly find happiness.Praise for A Girl’s Guide to Moving On “Debbie Macomber’s finest novel. Betrayal and sorrow can happen in any stage of life and, in this wonderful story, her very nimble hands weave a spectacular kaleidoscope of courage, struggles, and finally joyous redemption and reinvention. Macomber totally understands the human heart. I absolutely loved it!”—Dorothea Benton Frank, New York Times bestselling author of All the Single Ladies “Whispers a message of love, hope, and, yes, reinvention to every woman who has ever wondered ‘Is that all there is?’ I predict every diehard Macomber fan—as well as legions of readers new to the Macomber magic—will be cheering for Leanne and Nichole, and clamoring for more, more, more.”—Mary Kay Andrews, New York Times bestselling author of Beach Town, Ladies’ Night, and Summer Rental “Macomber is a master at pulling heartstrings, and readers will delight in this heartwarming story of friendship, love, and second chances. Leanne, Nichole, Rocco, and Nikolai will renew your faith in love and hope. The perfect read curled up in front of the fire or on a beach, it’s as satisfying as a slice of freshly baked bread—wholesome, pleasantly filling, and delicious.”—Karen White, New York Times bestselling author of Flight Patterns “Beloved author Debbie Macomber reaches new heights in this wise and beautiful novel. It’s the kind of reading experience that comes along only rarely, bearing the hallmarks of a classic. The timeless wisdom in these pages will stay with you long after the book is closed.”—Susan Wiggs, #1 New York Times bestselling author of Starlight on Willow Lake “Debbie dazzles! A wonderful story of friendship, forgiveness and the power of love. I devoured every page!”—Susan Mallery, #1 New York Times bestselling author of The Friends We Keep ...more
",../../media/cache/17/94/17940ad8d367ea5f28db57e7fc32dac9.jpg,cf3b86489890b9f2,£31.30,£31.30,In stock (5 available),0
"
    The Perfect Play (Play by Play #1) | Books to Scrape - Sandbox
",Romance,"
    Football pro Mick Riley is an all-star, both on the field and in the bedroom. But a sexy, determinedly single mom just might be the one to throw him off his game...For years Mick has been taking full advantage of the life available to a pro athlete: fame, fortune, and a different girl in every city. But when he meets and beds confident, beautiful event planner Tara Lincoln Football pro Mick Riley is an all-star, both on the field and in the bedroom. But a sexy, determinedly single mom just might be the one to throw him off his game...For years Mick has been taking full advantage of the life available to a pro athlete: fame, fortune, and a different girl in every city. But when he meets and beds confident, beautiful event planner Tara Lincoln, he wants much more than the typical one-night stand. Too bad Tara's not interested in getting to know football's most notorious playboy any better.As the single mother of a teenage son, the last thing Tara needs is the jet-set lifestyle of Mick Riley; even though their steamy and passionate one-night stand was unforgettable. Tara's life is complicated enough without being thrust into the spotlight as Mick's latest girl du jour. Tara played the game of love once and lost big, and she doesn't intend to put herself out there again, especially with a heartbreaker like Mick.But when Mick sets his mind to win, nothing will stop him. And he has the perfect play in mind. ...more
",../../media/cache/b0/be/b0be8b72b97ba3185f7d55235d0be76f.jpg,9cc207168a03470d,£59.99,£59.99,In stock (4 available),0
"
    Dark Lover (Black Dagger Brotherhood #1) | Books to Scrape - Sandbox
",Romance,"
    Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other-six vampire warriors, defenders of their race. Yet none of them relishes killing more than Wrath, the leader of The Black Dagger Brotherh Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other-six vampire warriors, defenders of their race. Yet none of them relishes killing more than Wrath, the leader of The Black Dagger Brotherhood.The only purebred vampire left on earth, Wrath has a score to settle with the slayers who murdered his parents centuries ago. But, when one of his most trusted fighters is killed-leaving his half-breed daughter unaware of his existence or her fate-Wrath must usher her into the world of the undead-a world of sensuality beyond her wildest dreams.Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 ...more
",../../media/cache/d8/bd/d8bdea8d4e7db9af8e0cb1b36db448d2.jpg,2b69d289279aabfd,£12.87,£12.87,In stock (4 available),0
"
    Changing the Game (Play by Play #2) | Books to Scrape - Sandbox
",Romance,"
    Most people play by the rules. Gavin and Liz aren't most people....Win at any cost. That's always been the mantra of sports agent Liz Darnell. When she carries things too far and risks losing her number-one client, baseball pro Gavin Riley, Liz realizes that she'll have to work extra innings to win him back. It might not be too much of a stretch. She's had a thing for this Most people play by the rules. Gavin and Liz aren't most people....Win at any cost. That's always been the mantra of sports agent Liz Darnell. When she carries things too far and risks losing her number-one client, baseball pro Gavin Riley, Liz realizes that she'll have to work extra innings to win him back. It might not be too much of a stretch. She's had a thing for this player's moves since she first laid eyes on him, and by the looks of it, he wants her just as bad.Gavin's more than ready—especially when Liz is offering herself as part of the bargain. And as much of her as Gavin wants. For added thrills, he decides to throw a little curve ball Liz's way to see just how far she's truly willing to go to keep him as a client. But when love unexpectedly enters the playing field, neither Liz nor Gavin are ready for the biggest game-changer of them all. ...more
",../../media/cache/7a/6a/7a6a89af2f591d86df6f7c65649463db.jpg,aaebac5fda798b1b,£13.38,£13.38,In stock (4 available),0
