title,category,product_description,image_url,universal_product_code,price_including_tax,price_excluding_tax,number_available,review_rating
"
    orange: The Complete Collection 1 (orange: The Complete Collection #1) | Books to Scrape - Sandbox
",Sequential Art,"
    A Plea From the FutureOn the day that Naho begins 11th grade, she recieves a letter from herself ten years in the future. At first, she writes it off as a prank, but as the letter’s predictions come true one by one Naho realizes that the letter might be the real deal. Her future self tells Naho that a new transfer student, a boy named Kakeru, will soon join her class. The A Plea From the FutureOn the day that Naho begins 11th grade, she recieves a letter from herself ten years in the future. At first, she writes it off as a prank, but as the letter’s predictions come true one by one Naho realizes that the letter might be the real deal. Her future self tells Naho that a new transfer student, a boy named Kakeru, will soon join her class. The letter begs Naho to watch over him, saying that only Naho can save Kakeru from a terrible future. Who is this mystery boy, and can Naho save him from his destiny? The heart-wrenching sci-fi romance that has over million copies in print in Japan! ...more
",../../media/cache/33/0b/330bf57e3f2e70548f87d39cb956f7eb.jpg,11809b1d323b3057,£48.41,£48.41,In stock (16 available),0
"
    Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8) | Books to Scrape - Sandbox
",Sequential Art,"
    What a mystery!Jo, April, Mal, Molly, and Ripley are not your average campers and Miss Qiunzella Thiskwin Penniquiqul Thistle Crumpet's Camp for Hardcore Lady-Types is not your average summer camp. Between the river monsters, magic, and the art of friendship bracelets, this summer is only just beginning. Join the Lumberjanes as they take on raptors and a sibling rivalry th What a mystery!Jo, April, Mal, Molly, and Ripley are not your average campers and Miss Qiunzella Thiskwin Penniquiqul Thistle Crumpet's Camp for Hardcore Lady-Types is not your average summer camp. Between the river monsters, magic, and the art of friendship bracelets, this summer is only just beginning. Join the Lumberjanes as they take on raptors and a sibling rivalry that only myths are made of.This New York Times bestseller and Eisner Award-nominated series is written by awesome all-star Noelle Stevenson and brilliant newcomer Grace Ellis, and illustrated by the tremendously talented Brooke Allen.Lumberjanes, Vol. 2: Friendship to the Max includes issues 5-8 and the first fourteen pages of Giant Days, Vol. 1 by John Allison. ...more
",../../media/cache/67/f8/67f83a06f77d0ff3b06cb8ac04839422.jpg,460089f796fb3f82,£46.91,£46.91,In stock (16 available),0
"
    Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4) | Books to Scrape - Sandbox
",Sequential Art,"
    FRIENDSHIP TO THE MAX!At Miss Qiunzilla Thiskwin Penniquiqul Thistle Crumpet's camp for hard-core lady-types, things are not what they seem. Three-eyed foxes. Secret caves. Anagrams. Luckily, Jo, April, Mal, Molly, and Ripley are five rad, butt-kicking best pals determined to have an awesome summer together... And they're not gonna let a magical quest or an array of supern FRIENDSHIP TO THE MAX!At Miss Qiunzilla Thiskwin Penniquiqul Thistle Crumpet's camp for hard-core lady-types, things are not what they seem. Three-eyed foxes. Secret caves. Anagrams. Luckily, Jo, April, Mal, Molly, and Ripley are five rad, butt-kicking best pals determined to have an awesome summer together... And they're not gonna let a magical quest or an array of supernatural critters get in their way! The mystery keeps getting bigger, and it all begins here. Collects Lumberjanes No. 1-4. ...more
",../../media/cache/1c/78/1c78cb31ededc4c662857cf65bd1619d.jpg,b6ee99bcf06fc91f,£45.61,£45.61,In stock (16 available),0
"
    Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12) | Books to Scrape - Sandbox
",Sequential Art,"
    This New York Times Bestselling series continues with Jo, April, Mal, Molly, and Ripley as they take on everything that goes bump in the night. From scary stories to magical portals that lead to a land untouched by time, it's definitely not your average summer. (Lumberjanes #9-12)
",../../media/cache/d6/9b/d69b7020c4210e12882ffca0428919a2.jpg,57e5a4d515c8ce44,£19.92,£19.92,In stock (16 available),0
"
    I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5) | Books to Scrape - Sandbox
",Sequential Art,"
    From superstar writer and artist Skottie Young (Rocket Raccoon, Wizard of OZ, Fortunately, The Milk), comes the first volume of an all-new series of adventure and mayhem. An Adventure Time/Alice in Wonderland-style epic that smashes it's cute little face against grown-up, Tank Girl/Deadpool-esque violent madness. Follow Gert, a forty year old woman stuck in a six year olds From superstar writer and artist Skottie Young (Rocket Raccoon, Wizard of OZ, Fortunately, The Milk), comes the first volume of an all-new series of adventure and mayhem. An Adventure Time/Alice in Wonderland-style epic that smashes it's cute little face against grown-up, Tank Girl/Deadpool-esque violent madness. Follow Gert, a forty year old woman stuck in a six year olds body who has been stuck in the magical world of Fairyland for nearly thirty years. Join her and her giant battle-axe on a delightfully blood soaked journey to see who will survive the girl who HATES FAIRYLAND. Collecting Issues #1-5 for only $9.99. ""Skottie Young is an Eisner Award-Winning, New York Times Bestselling cartoonist who has been making comics and children's books for over fifteen years. Books such as Rocket Raccoon, the Wizard of Oz graphic novels, Little Marvel and Fortunately, The Milk have made him a fan favorite, critically-aclaimed writer and artist. Jean-Francios Beaulieu is the colorist behind the award-winning Wizard of OZ graphic graphic novels and has worked with Skottie Young for over ten years. Nate Piekos is an award-winning letter and designer who has created some of the industry's most popular fons and has used them to letter comic books for Marvel, DC, Oni Press, Dark Horse and many more."" ...more
",../../media/cache/58/e2/58e2097169e92a95d973da420ce7cc98.jpg,8d4eefad7a2b3915,£29.17,£29.17,In stock (16 available),0
"
    I am a Hero Omnibus Volume 1 | Books to Scrape - Sandbox
",Sequential Art,"
    The zombie apocalypse has never been more surreal! A mentally unhinged manga artist witnesses the beginning of a zombie outbreak in Tokyo, and he's certain of only two things: he's destined to be the city's hero, and he possesses something very rare in Japan--an actual firearm! Kengo Hanazawa's award-winning series comes to Dark Horse, and this realistically-drawn internat The zombie apocalypse has never been more surreal! A mentally unhinged manga artist witnesses the beginning of a zombie outbreak in Tokyo, and he's certain of only two things: he's destined to be the city's hero, and he possesses something very rare in Japan--an actual firearm! Kengo Hanazawa's award-winning series comes to Dark Horse, and this realistically-drawn international bestseller takes us from initial small battles for survival to a huge, body-horror epidemic that threatens all of humanity! These special omnibus volumes will collect two of the original Japanese books into each Dark Horse edition and include all of the color pages.""Probably the greatest zombie manga ever."" --Jason Thompson (Manga: The Complete Guide) ...more
",../../media/cache/f7/4d/f74db5141becf01083abc03c078f4922.jpg,1c89ae5bb804e4de,£54.63,£54.63,In stock (16 available),0
"
    Giant Days, Vol. 2 (Giant Days #5-8) | Books to Scrape - Sandbox
",Sequential Art,"
    Susan, Esther, and Daisy started at university three weeks ago and became fast friends. Now, away from home for the first time, all three want to reinvent themselves. But in the face of hand-wringing boys, “personal experimentation,” holiday balls, nu-chauvinism, and the willful, unwanted intrusion of “academia,” they may be lucky just to make it to spring alive. Giant Day Susan, Esther, and Daisy started at university three weeks ago and became fast friends. Now, away from home for the first time, all three want to reinvent themselves. But in the face of hand-wringing boys, “personal experimentation,” holiday balls, nu-chauvinism, and the willful, unwanted intrusion of “academia,” they may be lucky just to make it to spring alive. Giant Days , the comedic slice-of-life series from creator John Allison (Bad Machinery, Scary Go Round) and artist Lissa Treiman, has graduated to a second volume. ...more
",../../media/cache/d0/6f/d06ff4e3b9daf93b18bb21f1af19b5eb.jpg,f2df3bb043a8abb0,£22.11,£22.11,In stock (16 available),0
"
    Danganronpa Volume 1 | Books to Scrape - Sandbox
",Sequential Art,"
    Each year, the elite Hope's Peak Academy selects only the most gifted and talented students to enroll...plus one ordinary student, chosen by lottery. Makoto Naegi was that lucky person--or so he thought! When he shows up for class, he finds the elite students are a bizarre cast of oddballs under the ruthless authority of a robot teddy bear principal, Monokuma. The bear lay Each year, the elite Hope's Peak Academy selects only the most gifted and talented students to enroll...plus one ordinary student, chosen by lottery. Makoto Naegi was that lucky person--or so he thought! When he shows up for class, he finds the elite students are a bizarre cast of oddballs under the ruthless authority of a robot teddy bear principal, Monokuma. The bear lays down the school rules: the only way out of Hope's Peak is to not only murder another student...but get away with it, as every murder is followed by a tribunal where the surviving students cross-examine each other!Inspired by the Danganronpa videogame series and based on the anime of the same name, the Danganropa manga is a quirky, fun, weird, and dynamic take on the high school Battle Royale genre. ...more
",../../media/cache/ce/39/ce3942d9a10b6a17805136ace7c140fa.jpg,09b6cc87e62c2c58,£51.99,£51.99,In stock (16 available),0
"
    Codename Baboushka, Volume 1: The Conclave of Death | Books to Scrape - Sandbox
",Sequential Art,"
    ""What if the sexy Russian femme fatale was actually the main character?"" Mysterious young heiress Contessa Annika Malikova has been part of Manhattan high society for several years... but if they knew the truth, her dinner companions would faint! The white-haired Contessa is in fact the notorious criminal ""BABOUSHKA"" -- a former Moscow gang leader, now living in exile! But ""What if the sexy Russian femme fatale was actually the main character?"" Mysterious young heiress Contessa Annika Malikova has been part of Manhattan high society for several years... but if they knew the truth, her dinner companions would faint! The white-haired Contessa is in fact the notorious criminal ""BABOUSHKA"" -- a former Moscow gang leader, now living in exile! But Baboushka's retirement is about to be shattered, as the US government has somehow discovered her true identity, and blackmails her into working for them! Now she must infiltrate a secret conclave of global crime lords, on a cruise liner, to retrieve information for the Americans. But nobody reckoned on the boat being hijacked by pirates... Suitable for teens and up, CODENAME BABOUSHKA is an action-packed modern pulp spy thriller from writer ANTONY JOHNSTON (THE FUSE, THE COLDEST CITY, ALEX RIDER) and artist SHARI CHANKHAMMA (THE FUSE, SHELTERED, KILL SHAKESPEARE), filled with glamour, guns, exotic locations, guns, explosions, high-kicks, and did we mention guns? ""An ass-kicking spy heroine who will appeal to fans of Marvel's Black Widow.""- The AV Club ""There are literally six different amazing comics all within this one series""- Comics Alliance ""Codename Baboushka takes a more female-positive look at the James Bond-esque role. Fun, fast-paced action. Female assassin done right!""- Dark Side Comics ""Johnston's exiled Russian heiress, former organized crime lord and deadly agent bursts out of the page and grabs the reader with both hands in a deadly grip of hot action and cold-hearted kills.""- Jersey Journal THE CONCLAVE OF DEATH collects Baboushka's first 5-issue mission -- watch out for her next assignment, GHOST STATION ZERO, in 2016! ""Antony Johnston is an award-winning, New York Times bestselling author of graphic novels, video games, and books. His graphic novel THE COLDEST CITY is being adapted into a film starring Charlize Theron. His epic series WASTELAND is one of only a handful of such longform comic stories in the medium. His first video game, DEAD SPACE, redefined the survival horror genre. ...more
",../../media/cache/ed/a5/eda54d1bfcdd39488013f7aae1eaf659.jpg,8754c83ab2a7ae71,£36.72,£36.72,In stock (16 available),0
"
    Camp Midnight | Books to Scrape - Sandbox
",Sequential Art,"
    Ben 10 and Big Hero 6 creator Steven T. Seagle returns to comics with New Yorker Magazine cartoonist Jason Adam Katzenstein for a new graphic novel! Reluctant Skye is accidentally sent to the wrong summer camp. Not wanting to please her ""step monster,"" Skye is dead-set on not fitting in. That won't be a problem, as everyone at Camp Midnight-with the exception of fellow cam Ben 10 and Big Hero 6 creator Steven T. Seagle returns to comics with New Yorker Magazine cartoonist Jason Adam Katzenstein for a new graphic novel! Reluctant Skye is accidentally sent to the wrong summer camp. Not wanting to please her ""step monster,"" Skye is dead-set on not fitting in. That won't be a problem, as everyone at Camp Midnight-with the exception of fellow camper and fast-friend Mia-is a full-fledged monster! The perfect book for fans of Raina Telgemeier's ""Smile, "" but wish it had more bowls of gooey eyeballs. ...more
",../../media/cache/7a/67/7a671ecf69cdcd2ea9ebe85da1b5585f.jpg,7b599c8bfcdd8d30,£17.08,£17.08,In stock (16 available),0
