title,category,product_description,image_url,universal_product_code,price_including_tax,price_excluding_tax,number_available,review_rating
"
    The Testament of Mary | Books to Scrape - Sandbox
",Fiction,"
    Provocative, haunting, and indelible, Colm Tóibín’s portrait of Mary presents her as a solitary older woman still seeking to understand the events that become the narrative of the New Testament and the foundation of Christianity.In the ancient town of Ephesus, Mary lives alone, years after her son's crucifixion. She has no interest in collaborating with the authors of the Provocative, haunting, and indelible, Colm Tóibín’s portrait of Mary presents her as a solitary older woman still seeking to understand the events that become the narrative of the New Testament and the foundation of Christianity.In the ancient town of Ephesus, Mary lives alone, years after her son's crucifixion. She has no interest in collaborating with the authors of the Gospel—her keepers, who provide her with food and shelter and visit her regularly. She does not agree that her son is the Son of God; nor that his death was “worth it;” nor that the “group of misfits he gathered around him, men who could not look a woman in the eye,” were holy disciples. Mary judges herself ruthlessly (she did not stay at the foot of the Cross until her son died—she fled, to save herself), and is equally harsh on her judgment of others. This woman who we know from centuries of paintings and scripture as the docile, loving, silent, long-suffering, obedient, worshipful mother of Christ becomes, in Toibin’s searing evocation, a tragic heroine with the relentless eloquence of Electra or Medea or Antigone. This tour de force of imagination and language is a portrait so vivid and convincing that our image of Mary will be forever transformed. ...more
",../../media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg,081305e6df719dff,£52.67,£52.67,In stock (14 available),0
"
    The First Hostage (J.B. Collins #2) | Books to Scrape - Sandbox
",Fiction,"
    “The president of the United States . . . is missing.”With these words, New York Times journalist J. B. Collins, reporting from the scene of a devastating attack by ISIS terrorists in Amman, Jordan, puts the entire world on high alert. The leaders of Israel and Palestine are critically injured, Jordan’s king is fighting for his life, and the U.S. president is missing and p “The president of the United States . . . is missing.”With these words, New York Times journalist J. B. Collins, reporting from the scene of a devastating attack by ISIS terrorists in Amman, Jordan, puts the entire world on high alert. The leaders of Israel and Palestine are critically injured, Jordan’s king is fighting for his life, and the U.S. president is missing and presumed captured.As the U.S. government faces a constitutional crisis and Jordan battles for its very existence, Collins must do his best to keep the world informed while working to convince the FBI that his stories are not responsible for the terror attack on the Jordanian capital. And ISIS still has chemical weapons . . .Struggling to clear his name, Collins and the Secret Service try frantically to locate and rescue the leader of the free world before ISIS’s threats become a catastrophic reality. ...more
",../../media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg,a86972014275e072,£25.85,£25.85,In stock (14 available),0
"
    Take Me with You | Books to Scrape - Sandbox
",Fiction,"
    August Shroeder, a burned-out teacher, has been sober since his 19-year-old son died. Every year he's spent the summer on the road, but making it to Yellowstone this year means everything. The plan had been to travel there with his son, but now August is making the trip with Philip's ashes instead. An unexpected twist of fate lands August with two extra passengers for his August Shroeder, a burned-out teacher, has been sober since his 19-year-old son died. Every year he's spent the summer on the road, but making it to Yellowstone this year means everything. The plan had been to travel there with his son, but now August is making the trip with Philip's ashes instead. An unexpected twist of fate lands August with two extra passengers for his journey, two half-orphans with nowhere else to go.What none of them could have known was how transformative both the trip and the bonds that develop between them would prove, driving each to create a new destiny together. ...more
",../../media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg,2c04320e110a14a3,£45.21,£45.21,In stock (14 available),0
"
    Still Life with Bread Crumbs | Books to Scrape - Sandbox
",Fiction,"
    A superb love story from Anna Quindlen, the #1 New York Times bestselling author of Rise and Shine, Blessings, and A Short Guide to a Happy Life Still Life with Bread Crumbs begins with an imagined gunshot and ends with a new tin roof. Between the two is a wry and knowing portrait of Rebecca Winter, a photographer whose work made her an unlikely heroine for many women. Her A superb love story from Anna Quindlen, the #1 New York Times bestselling author of Rise and Shine, Blessings, and A Short Guide to a Happy Life  Still Life with Bread Crumbs begins with an imagined gunshot and ends with a new tin roof. Between the two is a wry and knowing portrait of Rebecca Winter, a photographer whose work made her an unlikely heroine for many women. Her career is now descendent, her bank balance shaky, and she has fled the city for the middle of nowhere. There she discovers, in a tree stand with a roofer named Jim Bates, that what she sees through a camera lens is not all there is to life.   Brilliantly written, powerfully observed, Still Life with Bread Crumbs is a deeply moving and often very funny story of unexpected love, and a stunningly crafted journey into the life of a woman, her heart, her mind, her days, as she discovers that life is a story with many levels, a story that is longer and more exciting than she ever imagined. ...more
",../../media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg,fe44cc816576c652,£26.41,£26.41,In stock (14 available),0
"
    Shtum | Books to Scrape - Sandbox
",Fiction,"
    Powerful, darkly funny and heart-breaking, Shtum is a story about fathers and sons, autism, and dysfunctional relationships.Ben Jewell has hit breaking point. His ten-year-old son Jonah has severe autism and Ben and his wife, Emma, are struggling to cope.When Ben and Emma fake a separation - a strategic decision to further Jonah's case in an upcoming tribunal - Ben and Jon Powerful, darkly funny and heart-breaking, Shtum is a story about fathers and sons, autism, and dysfunctional relationships.Ben Jewell has hit breaking point. His ten-year-old son Jonah has severe autism and Ben and his wife, Emma, are struggling to cope.When Ben and Emma fake a separation - a strategic decision to further Jonah's case in an upcoming tribunal - Ben and Jonah move in with Georg, Ben's elderly father. In a small house in North London, three generations of men - one who can't talk; two who won't - are thrown together.A powerful, emotional, but above all enjoyable read, perfect for fans of THE SHOCK OF THE FALL and THE CURIOUS INCIDENT OF THE DOG IN THE NIGHT-TIME. ...more
",../../media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg,830fb3967c74866d,£55.84,£55.84,In stock (14 available),0
"
    My Name Is Lucy Barton | Books to Scrape - Sandbox
",Fiction,"
    A new book by Pulitzer Prize winner Elizabeth Strout is cause for celebration. Her bestselling novels, including Olive Kitteridge and The Burgess Boys,have illuminated our most tender relationships. Now, in My Name Is Lucy Barton, this extraordinary writer shows how a simple hospital visit becomes a portal to the most tender relationship of all—the one between mother and d A new book by Pulitzer Prize winner Elizabeth Strout is cause for celebration. Her bestselling novels, including Olive Kitteridge and The Burgess Boys, have illuminated our most tender relationships. Now, in My Name Is Lucy Barton, this extraordinary writer shows how a simple hospital visit becomes a portal to the most tender relationship of all—the one between mother and daughter.   Lucy Barton is recovering slowly from what should have been a simple operation. Her mother, to whom she hasn’t spoken for many years, comes to see her. Gentle gossip about people from Lucy’s childhood in Amgash, Illinois, seems to reconnect them, but just below the surface lie the tension and longing that have informed every aspect of Lucy’s life: her escape from her troubled family, her desire to become a writer, her marriage, her love for her two daughters. Knitting this powerful narrative together is the brilliant storytelling voice of Lucy herself: keenly observant, deeply human, and truly unforgettable. ...more
",../../media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg,727bf2b86b19ad88,£41.56,£41.56,In stock (14 available),0
"
    My Mrs. Brown | Books to Scrape - Sandbox
",Fiction,"
    From William Norwich, the well-known fashion writer and editor, an unforgettable novel about a woman with a secret who travels to New York City on a determined quest to buy a special dress that represents everything she wants to say about that secret…and herself.Sometimes a dress isn’t just a dress.Emilia Brown is a woman of a certain age. She has spent a frugal, useful, a From William Norwich, the well-known fashion writer and editor, an unforgettable novel about a woman with a secret who travels to New York City on a determined quest to buy a special dress that represents everything she wants to say about that secret…and herself.Sometimes a dress isn’t just a dress.Emilia Brown is a woman of a certain age. She has spent a frugal, useful, and wholly restrained life in Ashville, a small town in Rhode Island. Overlooked especially by the industries of fashion and media, Mrs. Brown is one of today’s silent generations of women whose quiet no-frills existences would make them seem invisible. She is a genteel woman who has known her share of personal sorrows and quietly carried on, who makes a modest living cleaning and running errands at the local beauty parlor, who delights in evening chats with her much younger neighbor, twenty-three-year-old Alice Danvers.When the grand dame of Ashville passes away, Mrs. Brown is called upon to inventory her estate and comes across a dress that changes everything. This isn’t a Cinderella confection; it’s a simple yet exquisitely tailored Oscar de la Renta sheath and jacket—a suit that Mrs. Brown realizes, with startling clarity, will say everything she has ever wished to convey. She must have it. And so Mrs. Brown begins her odyssey to purchase the dress. For not only is the owning of the Oscar de la Renta a must, the intimidating trip to purchase it on Madison Avenue is essential as well. If the dress is to give Mrs. Brown a voice, then she must prepare by making the daunting journey—both to the emerald city and within herself.Timeless, poignant, and appealing, My Mrs. Brown is a novel for every mother in the world, every woman who ever wanted the perfect dress, and every child who wanted to give it to her. ...more
",../../media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg,cc82685d9f49bc2c,£24.48,£24.48,In stock (14 available),0
"
    Mr. Mercedes (Bill Hodges Trilogy #1) | Books to Scrape - Sandbox
",Fiction,"
    In the frigid pre-dawn hours, in a distressed Midwestern city, hundreds of desperate unemployed folks are lined up for a spot at a job fair. Without warning, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.In another part of town, months l In the frigid pre-dawn hours, in a distressed Midwestern city, hundreds of desperate unemployed folks are lined up for a spot at a job fair. Without warning, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.In another part of town, months later, a retired cop named Bill Hodges is still haunted by the unsolved crime. When he gets a crazed letter from someone who self-identifies as the ""perk"" and threatens an even more diabolical attack, Hodges wakes up from his depressed and vacant retirement, hell-bent on preventing another tragedy.Brady Hartfield lives with his alcoholic mother in the house where he was born. He loved the feel of death under the wheels of the Mercedes, and he wants that rush again.Only Bill Hodges, with a couple of highly unlikely allies, can apprehend the killer before he strikes again. And they have no time to lose, because Brady’s next mission, if it succeeds, will kill or maim thousands.Mr. Mercedes is a war between good and evil, from the master of suspense whose insight into the mind of this obsessed, insane killer is chilling and unforgettable. ...more
",../../media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg,caa2e5b3fb1b2d4c,£28.90,£28.90,In stock (14 available),0
"
    I Am Pilgrim (Pilgrim #1) | Books to Scrape - Sandbox
",Fiction,"
    A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afgh A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afghanistan. A flawless plot to commit an appalling crime against humanity. One path links them all, and only one man can make the journey.Pilgrim. ...more
",../../media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg,aeff7b87a8e83ebb,£10.60,£10.60,In stock (14 available),0
"
    Eligible (The Austen Project #4) | Books to Scrape - Sandbox
",Fiction,"
    A Modern Retelling of Pride and PrejudiceThis version of the Bennet family—and Mr. Darcy—is one that you have and haven’t met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to help—and discover that the spr A Modern Retelling of Pride and PrejudiceThis version of the Bennet family—and Mr. Darcy—is one that you have and haven’t met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to help—and discover that the sprawling Tudor they grew up in is crumbling and the family is in disarray.Youngest sisters Kitty and Lydia are too busy with their CrossFit workouts and Paleo diets to get jobs. Mary, the middle sister, is earning her third online master’s degree and barely leaves her room, except for those mysterious Tuesday-night outings she won’t discuss. And Mrs. Bennet has one thing on her mind: how to marry off her daughters, especially as Jane’s fortieth birthday fast approaches.Enter Chip Bingley, a handsome new-in-town doctor who recently appeared on the juggernaut reality TV dating show Eligible. At a Fourth of July barbecue, Chip takes an immediate interest in Jane, but Chip’s friend neurosurgeon Fitzwilliam Darcy reveals himself to Liz to be much less charming. . . .And yet, first impressions can be deceiving. ...more
",../../media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg,9eaf58b03a2779cc,£27.09,£27.09,In stock (14 available),0
